Questions,Answers
"of Perioperative Patients Requiring  Anticoagulation for Prevention  of Arterial Thromboses   A 56-year-old woman with a past medical history  that includes hyperlipidemia, hypertension, and  mechanical mitral valve replacement presents for  preoperative assessment for a ventral hernia  repair. Her current medications include amlodip- ine, warfarin, and simvastatin.   Question 5.   What is the most appropriate  management of her anticoagulation prior to  the surgical intervention?   A.  Bridge by stopping warfarin 5 or more days  before the procedure and start enoxaparin ",A 
" Question 6.   A 55-year-old man with coronary  artery disease status post percutaneous interven- tion 3 weeks ago with a drug-eluting stent placed  to his proximal left anterior descending artery,  hypertension, and diabetes mellitus presents for  preoperative evaluation for an elective cholecys- tectomy. His current medications include aspirin,  metformin, lisinopril, and clopidogrel.   What is the best course of management of  his antiplatelet therapy prior to his procedure?   A.  Admit him to the hospital 24 h prior to sur- gery and bridge him with a glycoprotein IIb/ IIIa inhibitor.    B.  Hold aspirin/clopidogrel 5 days prior to sur- gery and restart 48 h post procedure.     C.  Hold his clopidogrel 48 h prior to the proce- dure but continue with aspirin.    D.  Reschedule his procedure for another 3 weeks.  Prevention and Treatment of Arterial Thromboembolism  424",D 
"for Management of Pregnant  Patients with Atrial Fibrillation  and Mechanical Heart Valve   Question 7.   A 34-year-old woman with past  medical history signiﬁ cant for hypertension, cur- rently at 12-weeks gestation, presents to your  ofﬁ ce with complaints of intermittent palpita- tions and dyspnea. On electrocardiogram testing,  she is found to have atrial ﬁ brillation.   What is the best course of management for  this patient to minimize her risk of arterial  thromboembolism?   A.  Her CHADS2 score is 0; no anticoagulation  is required.     B.  Her CHADS2 score is 0; start low-dose aspi- rin for arterial thromboprophylaxis.    C.  Rule out underlying causes of arrhythmia,  consider pharmacologic cardioversion, and  start full-dose anticoagulation if normal sinus  rhythm is not restored. ",C 
" Question 8.   A 30-year-old woman with a past  medical history that includes mechanical mitral  valve replacement, who is currently at 15 weeks  of pregnancy with her ﬁ rst child, now presents to  your ofﬁ ce with hopes of restarting warfarin ther- apy. She has been taking LMWH daily.   What is the ideal INR goal for this patient?   A.  1.0–2.0.    B.  2.0–3.0.    C.  2.5–3.5.   D.  Warfarin is not safe for use during this time  period. ",C 
" Question 1.   What are the general risk factors  for the development of VTE?   A 32-year-old female patient who is an active  smoker presents for an annual physical exam.  The patient takes no medications, aside from an  oral contraceptive pill (OCP). The patient has  never been hospitalized and has no history of  recent surgical procedures. She has no family or  personal history of thrombosis. The patient has a  normal physical exam, including a body mass  index (BMI) of 24.   How many risk factors for VTE does this  patient have?  A.  Zero    B.  One    C.  Two   D.  Four ",C 
"Question 2. What is the effi cacy of VTE pro phylaxis in medical patients? One week after her physical exam, the patient described above develops shortness of breath and a productive cough. She is diagnosed with pneu monia and is admitted to the hospital. In addition to antibiotics, fl uids, and oxygen, she is started on unfractionated heparin (UFH) for VTE pro phylaxis by the overnight resident. Pharmacologic VTE prophylaxis has been found to decrease mortality in hospitalized medi cal patients. A. True B. False",B 
"Question 3. What are the risk assessment models for hospitalized medical patients? The patient described above is started on UFH by the overnight resident. After evaluating the patient, the primary medical team decides to apply a RAM to assess her risk for VTE. They choose the Padua prediction score (PPS) and fi nd that she is: A. High risk B. Low risk C. Intermediate risk D. Unable to determine",B 
"Question 4. What is the risk of VTE in patients with cancer? A 66-year-old male patient with lung cancer will be starting outpatient chemotherapy next week. The patient has no personal or family his tory of VTE and is relatively active despite his diagnosis. The patient has no concerning exam f i ndings and has a BMI of 25. Pre-chemotherapy lab work is all within normal limits. Because of his cancer diagnosis, you are concerned about his risk of VTE and decide to apply the Khorana score for chemotherapy-associated thrombosis. You determine his risk to be: A. Intermediate B. High C. L o w",A 
"Question 5. What is the risk of VTE in patients in the intensive care unit? After two cycles of chemotherapy, the patient described above develops fever, chills, altered mental status, and hypotension. He receives 3 liters of normal saline, has blood cultures drawn, is started on broad-spectrum antibiotics, and is admitted to the ICU for monitoring. The patient is started on pharmacologic VTE prophylaxis because this is associated with decreased mortality in ICU patients. A. True B. False",A 
"Question 6. What is the VTE risk in patients with thrombophilias? A 70-year-old male is visiting his primary care physician and mentions that his 79-year-old brother was recently diagnosed with a DVT. The patient wonders if he should have testing for genetic causes of a blood clot. You reply: A. Yes, it cannot hurt to send off some genetic tests. B. Yes, this is essential for any patient with a family history of VTE. C. No, he has no other risk factors for VTE. D. No, while he may be at increased risk for VTE, these tests are unlikely to change your management.",D 
Question 7. What pharmacologic agents are recommended for VTE prophylaxis and how effective are they? A 65-year-old female patient with a history of CKD (baseline creatinine=3.5) is admitted to the hospital with a urinary tract infection. She is determined to be high risk by PPS and requires VTE prophylaxis. What type of prophylaxis should she receive? A. Enoxaparin B. Unfractionated heparin C. Rivaroxaban D. Compression stockings,B 
"  Question 8.   Is mechanical VTE prophylaxis 
effective and when should it be used?
 The patient described above is admitted for 
several days while she is hydrated and receives 
antibiotics. On her third day of admission, she 
notices a signifi cant amount of blood in the toilet 
after having a bowel movement. You are con
cerned that she has a gastrointestinal bleed and 
consider stopping her heparin prophylaxis. You 
decide to:
    A.  
  Stop all VTE prophylaxis as she is bleeding.   
B.    Stop heparin and change to LMWH since this 
has a lower risk of bleeding.   
 C.    Stop heparin and administer intermittent 
pneumatic compression devices.   
   D.  
  Continue heparin because she is currently 
hemodynamically stable.   
E.    Stop heparin and have an IVC fi lter placed. ",C 
"Question 9. What is the role of oral pharma cologic VTE prophylaxis? The above patient makes a full recovery and is discharged from the hospital. The following year she is readmitted for pneumonia. The admitting resident tells her that he is starting heparin pro phylaxis, and she states that she really did not like getting injections and was wondering if there was a pill she could take instead. The resident replies that while there are anti coagulant pills available, none are safe to use in this clinical situation. This statement is: A. True B. False",A 
 Question 1.   What is the most common   complication  associated  with  venous  thromboembolism?   A.  Post-thrombotic syndrome    B.  Chronic  thromboembolic  pulmonary  hypertension    C.  Anxiety   D.  Death ,A 
 Question 2.   Which deﬁ nition and classiﬁ ca- tion score for post-thrombotic syndrome is  endorsed by the International Society on  Thrombosis and Hemostasis?   A.  Ginsberg    B.  Brandjes    C.  Villalta   D.  CEAP ,C 
 Question 3.   Which of the following character- istics of the clinical presentation above is not  associated with an increased risk for develop- ing post-thrombotic syndrome (PTS)?   A.  Proximal anatomic location    B.  Villalta score of 15 at time of presentation    C.  Young age   D.  Elevated d-dimer ,C 
 Question 4.   The patient in the case above asks  what can be done to reduce her risk of devel- oping post-thrombotic syndrome. How should  you answer this question?   A.  Several early studies from years ago sug- gested that the use of graduated compression  stockings after DVT reduce the incidence of  PTS but these studies had some limitations.   Hypothetic mechanism of early and late DVT-mediated vein wall injury Acute Time Chronic Endothelial damage Venous hypertension Vein wall thickening Matrix changes ↓ Compliance Re-endothlialization Mechanical stretch Inflammation Clot Cytokines Clotting factors PMN Plasmin TF Clot Residual fibrosis Collagen turnover Neovascularization MMPs Clinical: Pain Swelling Clinical: Swelling LDS Pigmentation VSU,E 
 Question 5.   How can this patient’s post-  thrombotic syndrome be treated?   A.  Graduated compression stockings    B.  Catheter-directed thrombolysis    C.  Venous stenting   D.  Rivaroxaban ,A 
 Question 6.   Which of the following is not a  validated predictor of PE-related mortality?   A.  Elevated BNP    B.  Elevated troponin    C.  Age <60   D.  Pulmonary Severity Index Score (PESI) ,C 
 Question 7.   Which statement is not true  about the role of thrombolysis for prevention  and treatment of PE-related complications?   A.  Guidelines from the American College of  Chest Physicians (ACCP) support the use of  thrombolysis for patients with massive PE  deﬁ ned as PE causing arterial hypotension  (SBP <90 or a drop of at least 40 mmHg) and  cardiogenic shock if bleeding risk is not  elevated.    B.  Guidelines from the American College of  Chest Physicians (ACCP) support the use of  thrombolysis for all patients with submassive  PE.    C.   The PEITHO study showed that death or  hemodynamic decompensation in the imme- diate time after PE was lower in patients with  intermediate-risk PE receiving thrombolytic  therapy  in  addition  to  standard  anticoagulation.     D.  The PEITHO study showed that patients with  intermediate-risk PE who receive thrombo- lytic therapy in addition to standard antico- agulation have higher rates of extracranial  bleeding and hemorrhagic stroke. ,B 
A 25 - year - old woman presents at 7 - weeks gesta tion in her fi rst pregnancy with an extensive prox imal left leg deep vein thrombosis ( DVT ). She is treated with low-molecular-weight heparin ( LMWH ) once daily but her DVT extends over the next 2 weeks. She tells you that her mother is on warfarin for recurrent DVT . Question diagnosis ? A. 1. What is the most likely No hereditary thrombophilia is likely. B. Homozygous factor V Leiden. C. Homozygous prothrombin G20210A gene mutation. D. Antithrombin defi ciency.,D 
