Questions,Answers
"Treatment for low-risk MDS include, all except:
a. Erythropoeitin
b. G-CSF
c. Lenalidomide
d. Reduced intensity allo-SCT","Ans. d. Reduced intensity Allo-SCT    
Ref. Williams 8/e, Hoffman 6/e 
The median survival for low-risk MDS is 4.8 years for those aged over 60 
years to 11.8 years for those under 60 years. For this reason, intensive 
chemotherapy and SCT cannot be justiﬁed given their potential for 
morbidity and mortality. Individuals should be monitored for disease 
progression and supported as necessary. Where possible, a trial of 
erythropoietin with or without G-CSF should be undertaken in patients 
with symptomatic anemia, while those with del(5q) should ideally receive 
lenalidomide."
"Treatment for young IPSS intermediate risk-1 MDS patient is:
a. Erythropoeitin
b. G-CSF
345
Myelodysplastic Syndrome
c. Lenalidomide
d. Reduced intensity Allo-SCT
e. All of the above","Ans. d. Reduced intensity Allo-SCT
For older patients above the age less than 65 years, if there are signiﬁcant 
comorbidities, supportive care should be offered as for low-risk patients. 
Immunosuppression with ATG and ciclosporin should be considered 
for cytopenic patients who are otherwise deemed unﬁt for intensive 
chemotherapy, particularly if the marrow is hypocellular with no excess 
of blasts or adverse cytogenetics. For younger patients below the age of 
50 who have either a sibling or unrelated donor available, allogeneic 
transplantation should be offered as a potentially curative procedure. 
Conditioning regimen could be myeloablative or non-myeloablative. The 
impressive data emerging for patients treated with RIC transplantation 
makes this an attractive treatment option, especially when a sibling donor 
is available, although unrelated  donor transplants are also feasible."
"True about chronic myelomonocytic leu kemia (CMML) is:
a. Constitutes about 1% of MDS cases
b. Therapy related causes are most common
c. Promonocytes and monoblasts are more than 20%
d. Dysplasia is common
e. All of the above","Ans. d. Dysplasia is common
CMML constitutes 20–30% of cases of MDS. The hallmark feature 
is peripheral blood monocytosis accompanied by morphological 
dysplasia of other lineages. CMML is a clonal malignancy that has a male 
predominance and a median age of presentation of approximately 70 
years; only 10% of CMML cases occur in individuals less than 60 years. 
While the aetiology is largely unknown, therapy-related cases of CMML 
are very rare. By deﬁnition, the monocyte count must be greater than 
1000/micl. The monocytes generally appear mature and morphologically 
unremarkable but may have agranular cytoplasm and/or abnormal 
nuclear lobulation. Promonocytes and monoblasts may also be seen but 
if they comprise more than 20%, then the diagnosis is AML rather than 
CMML. The number of blast cells plus promonocytes should account for 
351
Myelodysplastic Syndrome
less than 5% of peripheral blood leucocytes and less than 10% of nucleated 
marrow cells to give a diagnosis of CMML-"
"Risk of relapse in patients with acute pro myelocytic leukemia is 
stratified by baseline:
a. Prothrombin time and platelet count
b. WBC and platelet count
c. Prothrombin time and fibrinogen
d. Hemoglobin and platelet count","Ans. b. Leukocyte and platelet count 
 
 Ref. Adès L, Treatment of newly diagnosed acute  
promyelocytic leukemia (APL): a comparison of French-Belgian-Swiss 
and PETHEMA results, Blood 2008
The criteria used is called the Sanz criteria which includes the leukocyte 
and platelet counts at the time of diagnosis. Patients are considered 
low risk when, at diagnosis, the leukocyte count less than 10,000/micl 
and the platelet count more than 40,000 /micl, intermediate risk when 
the leukocyte count is less than 10,000/micl and the platelet count less 
than 40,000/micl and high-risk when the leukocyte count is more than 
10,000/micl. Data suggests that the addition of cytarabine to ATRA and 
anthracyclines in high-risk patients may result in a trend toward lower 
incidence of relapse, and to better survival."
"Treatment of coagulopathies in acute promyelocytic leukemia 
include, all except:
a. Immediate start of ATRA therapy
b. Keeping  platelet count above 30 × 10
c. Maintaining fibrinogen concentration above 100 mg/dL 
d. Starting dexamethasone 10 mg twice daily
e. All of the above","Ans. d. Starting dexamethasone 10 mg twice daily 
 
Ref. Sanz MA, Management of acute promyelocytic leukemia:  
recommendations from an expert panel on behalf of the European 
LeukemiaNet, Blood 2009
Intracerebral and pulmonary hemorrhages are relatively common life-
threatening complications occurring in APL. The recommended treatment 
for bleeding disorders in patients with APL is the immediate start of ATRA 
therapy with support using blood products to keep the platelet count 
above 30,000/micl and the fibrinogen concentration above 100 mg/dL 
(using concentrated platelet, fresh frozen plasma and cryoprecipitate 
transfusions).  Dexamethasone is used in ATRA syndrome."
"True regarding induction treatment for APL is:
a. Induction with arsenic trioxide is superior to induction with all-trans 
retinoic acid plus anthracycline
b. Induction with all-trans retinoic acid plus anthracycline is superior 
to arsenic trioxide
c. Both are equally effective
d. Not evaluated","Ans. c. Both ATRA and arsenic trioxide are equally effective 
 
Ref. Lo Coco F, Retinoic acid and arsenic trioxide 
for acute promyelocytic leukemia NEJM, 2013
There is no evidence of superiority of arsenic trioxide compared to ATRA 
combined with an anthracycline in the induction treatment for APL. In the 
evaluation of ATRA (25 to 45 mg/m2/day) associated with ATO (0.15–0.16 
mg/kg/day) or ATO alone in patients with relapsed APL, no significant 
difference was found in the CR rate between combination therapy (89.8%) 
and single drug therapy (81.7%). Pilot studies of treatment with arsenic 
trioxide with or without ATRA have shown high efficacy and reduced 
hematologic toxicity.
356 Mcqs in Hematology"
"Risk factors for the development of Differentiation syndrome are:
a. Age more than 60 years
b. Female sex
c. Morphological characteristics of blasts
d. Concomitant use of chemotherapy
e. None of the above","Ans. e. None of the above
Leukocytosis is a predictor for the development of differentiation 
syndrome when the WBC count is > 20,000/micl. A body mass index above 
30 kg/m2 and creatinine above the normal value are also predictors for the 
development of differentiation syndrome. There is no evidence for age, 
gender, morphological and molecular subtypes and concomitant systemic 
chemotherapy as risk factors for the development of the syndrome."
"True about Differentiation syndrome is:
a. Can develop with either ATRA or ATO
b. Incidence is up to 27% of cases of APL 
c. Begin at a interval of 7–14 days 
37
Acute Promyelocytic 
Leukemia
353
Acute Promyelocytic Leukemia
d. Include fever, weight gain, pulmonary infiltrate, pericardial or pleural 
effusion
e. All of the above","Ans. e. All of the above 
 
Ref. Sanz MA, Management of acute promyelocytic leukemia:  
recommendations from an expert panel on behalf of the European 
LeukemiaNet, Blood 2009 
Differentiation syndrome is the main complication associated with 
therapy using agents that promote differentiation, such as ATRA and ATO, 
during induction therapy of APL. Because of the life-threatening nature 
of the full-blown syndrome, specific treatment with dexamethasone at 
a dose of 10 mg twice daily by intravenous injection should be started 
promptly at the very earliest symptom or sign. ATRA is well tolerated, 
however the incidence of differentiation syndrome has been described 
in up to 25–30% APL patients.  In most reported cases, symptoms relating 
to Differentiation syndrome began in a median of nine days (range: 0-23 
days) from the start of treatment.  Differentiation syndrome includes the 
following according to the criteria of Frankel - three of the following signs 
in the absence of other causes: fever, weight gain, pulmonary infiltrate, 
pericardial or pleural effusion, hypotension, liver failure and/or acute 
renal failure, with 37.9% of early deaths. On suspicion of symptoms 
related to Differentiation syndrome, the early addition of high doses of 
dexamethasone reduces associated mortality from 30 to 5% or less. It is 
recommended to start dexamethasone using an intravenous dose of 10 mg 
twice daily until total regression of the symptoms. Most patients present 
a rapid improvement with the administration of the corticosteroid. But, 
there is no evidence supporting the prophylactic use of corticosteroids 
in patients with APL to prevent Differentiation syndrome. ATRA should 
be stopped for 48–72 hours and reintroduced at a 50% dose with stepped 
increases until the full dose."
"A seven year old child with APL developed headache, vomiting and 
blurring of vision after 15 days of starting treatment ATRA. The most 
effective intervention would be:
a. Give platelets for suspected IC bleed
b. Give dexamethasone for ATRA syndrome
c. Do lumbur puncture to rule out CNS leukemia
d. With-hold ATRA and give acetazolamide","Ans. d. Withhold ATRA and give acetazolamide 
 
 
Ref. Williams 8e, Hoffbrand 6e
The temporary suspension of ATRA is recommended when there is 
diagnostic suspicion of pseudotumor cerebri in patients with APL, 
particularly children. ATRA can be reintroduced after improvement 
of the symptoms. Mannitol and acetazolamide together can be used 
with the suspension of ATRA to decrease the CSF pressure improving 
357
Acute Promyelocytic Leukemia
the headaches, diplopia, nausea and vomiting. Pseudotumor cerebri 
is characterized by increased intracranial pressure with the presence 
of papilledema, normal or diminished ventricles and with normal 
cerebrospinal fluid (CSF). Bleeding at this time is unlikely as is primary 
CNS involvement by APL, though these rare possibilities can sometime 
happen. ATRA syndrome does not involve CNS. Although some protocols 
include CNS prophylaxis, at least for patients with hyperleukocytosis, 
it should be noted that neither an increased incidence of CNS relapse 
nor a beneﬁt of CNS prophylaxis has been established in children. To 
decrease the frequency of side effects associated with induction therapy 
including ATRA, particularly severe headache and pseudotumor cerebri, 
which are both frequently observed in children, most investigators have 
used a reduced dose of ATRA (e.g., 25 mg/m2 instead of 45 mg/m2) in 
the pediatric age group."
"Cytarabine is indicated in:
a. Low-risk APL
b. Intermediate risk APL
c. High-risk APL
d. None of the above","Ans. c. High-risk APL
ATRA in association with an anthracycline is the standard  treatment 
for the induction phase of the treatment of APL. The role of cytarabine 
is controversial. The association of cytarabine to an anthracycline and 
ATRA in the consolidation therapy of patients diagnosed with APL is 
recommended for under 65-year-old high-risk patients based on the 
significant reduction in the relapse rate and the significant increases in 
EFS. There is no evidence to support this association for intermediate- or 
low-risk patients."
"Treatment for a relapsed APL patient in second molecular remission 
is:
a. ATRA maintenance
b. Arsenic trioxide and ATRA maintenance
c. Autologous transplant
d. Allogeneic transplant","Ans. c. Autologous transplant 
 
Ref. Sanz MA, Management of acute promyelocytic leukemia:  
recommendations from an expert panel on behalf of the European 
LeukemiaNet, Blood 2009 
The European Group of Hematopoietic Stem Cell Transplantation 
recommends autologous BMT or a transplant with a HLA-identical related 
donor for cases of APL in second CR and BMT with a HLA-identical related 
donor in the case of molecular persistent APL. The OS was significantly 
higher for patients who underwent autologous BMT compared to 
allogenic BMT in molecular CR2 while there was no significant difference 
for DFS and EFS between autologous or allogeneic BMT. Data suggests 
that autologous BMT is very effective in the treatment of APL for patients 
in second complete molecular remission. Allogeneic BMT, though with 
a lower relapse rate, is associated with high transplant-related mortality 
and is preferred for those who do not achieve second remission or relapse 
after autologous transplant or had high-risk disease.
358 Mcqs in Hematology"
